Position;PositionIdx;Indices;Frame;Idx;Time;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame;SizeRatio;TrackErrorSizeRatio;EndOfChannelContact;TruncatedDivision;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;BacteriaCenterX;BacteriaCenterY;BacteriaCenterZ;GrowthRateArea;Size;GrowthRateLength;Length;MeanRFP
mv221_mv248__xy19;0;0-0-0;0;0;0.00000;A;1;NA;NA;NA;NA;false;0-0-0;1;1;0-0;false;false;NA;NA;2.06364;3.55896;0.00000;NA;2.56880;NA;3.66833;1.58572e+03
mv221_mv248__xy19;0;0-0-1;0;1;0.00000;B;1;NA;NA;NA;NA;false;0-0-1;1;1;0-0;false;false;NA;NA;2.05637;7.72513;0.00000;NA;2.33642;NA;3.66083;1.72106e+03
mv221_mv248__xy19;0;0-0-2;0;2;0.00000;C;3;NA;NA;NA;NA;false;0-0-2;3;3;0-0;false;false;NA;1-0-4;2.03890;11.06202;0.00000;3.72843e-03;1.96462;1.10422e-02;2.87841;2.34571e+03
mv221_mv248__xy19;0;0-0-3;0;3;0.00000;D;3;NA;NA;NA;NA;false;0-0-3;3;3;0-0;false;false;NA;1-0-5;2.06293;13.92222;0.00000;1.61304e-02;1.75337;1.61048e-02;2.75772;2.45647e+03
mv221_mv248__xy19;0;0-0-4;0;4;0.00000;E;NA;NA;NA;NA;NA;false;0-0-4;3;3;0-0;false;false;NA;1-0-6;1.98461;16.44061;0.00000;3.89808e-03;1.56325;4.62181e-03;2.34811;2.23125e+03
mv221_mv248__xy19;0;0-0-5;0;5;0.00000;F;NA;NA;NA;NA;NA;false;0-0-5;2;2;0-0;false;false;NA;1-0-7;2.05805;18.88682;0.00000;NA;1.58860;NA;2.43642;2.42422e+03
mv221_mv248__xy19;0;0-0-6;0;6;0.00000;G;NA;NA;NA;NA;0.41494;false;0-0-6;1;1;0-0;false;false;NA;NA;2.01926;20.81838;0.00000;NA;1.22525;NA;1.95541;2.56734e+03
mv221_mv248__xy19;0;0-1-0;0;0;0.00000;A;3;NA;NA;NA;NA;false;0-1-0;3;3;0-1;false;false;NA;1-1-0;2.07000;3.01867;0.00000;8.79453e-03;1.64775;9.47021e-03;2.55575;2.09564e+03
mv221_mv248__xy19;0;0-1-1;0;1;0.00000;B;1;NA;NA;NA;NA;false;0-1-1;1;1;0-1;false;false;NA;NA;2.02028;5.97189;0.00000;NA;2.23502;NA;3.51541;2.04121e+03
mv221_mv248__xy19;0;0-1-2;0;2;0.00000;C;NA;NA;NA;NA;NA;false;0-1-2;9;9;0-1;false;false;NA;1-1-3;2.08213;9.40680;0.00000;6.67445e-03;2.32375;6.43859e-03;3.20879;2.09904e+03
mv221_mv248__xy19;0;0-1-3;0;3;0.00000;D;2;NA;NA;NA;NA;false;0-1-3;2;2;0-1;false;false;NA;1-1-4;2.03607;12.21314;0.00000;NA;1.68155;NA;2.48365;2.20533e+03
mv221_mv248__xy19;0;0-2-0;0;0;0.00000;A;10;NA;NA;NA;NA;false;0-2-0;10;10;0-2;false;false;NA;1-2-0;2.02456;3.16124;0.00000;4.85677e-03;1.83787;4.35129e-03;3.08870;2.74146e+03
mv221_mv248__xy19;0;0-2-1;0;1;0.00000;B;8;NA;NA;NA;NA;false;0-2-1;8;8;0-2;false;false;NA;1-2-1;2.01278;6.20972;0.00000;4.81752e-03;1.85900;4.56351e-03;3.02442;2.93227e+03
mv221_mv248__xy19;0;0-2-2;0;2;0.00000;C;4;NA;NA;NA;NA;false;0-2-2;4;4;0-2;false;false;NA;1-2-2;2.05143;8.77883;0.00000;1.50792e-02;1.43227;1.46855e-02;2.22524;1.78211e+03
mv221_mv248__xy19;0;0-2-3;0;3;0.00000;D;3;NA;NA;NA;NA;false;0-2-3;3;3;0-2;false;false;NA;1-2-3;2.05041;11.36337;0.00000;2.22443e-02;1.08582;1.49193e-02;1.83848;1.99629e+03
mv221_mv248__xy19;0;0-2-4;0;4;0.00000;E;NA;NA;NA;NA;NA;false;0-2-4;7;7;0-2;false;false;NA;1-2-4;2.03879;13.86685;0.00000;-1.88379e-03;0.99287;-2.20265e-03;1.64567;2.12977e+03
mv221_mv248__xy19;0;0-2-5;0;5;0.00000;F;2;NA;NA;NA;NA;false;0-2-5;2;2;0-2;false;false;NA;1-2-5;2.01474;15.55934;0.00000;NA;1.06047;NA;1.92492;1.88571e+03
mv221_mv248__xy19;0;0-3-0;0;0;0.00000;A;2;NA;NA;NA;NA;false;0-3-0;2;2;0-3;false;false;NA;1-3-0;1.95027;3.07258;0.00000;NA;2.01532;NA;2.93653;1.80814e+03
mv221_mv248__xy19;0;0-3-1;0;1;0.00000;B;3;NA;NA;NA;NA;false;0-3-1;3;3;0-3;false;false;NA;1-3-1;1.92216;10.94419;0.00000;1.14701e-02;1.88435;1.49645e-02;2.55575;1.82660e+03
mv221_mv248__xy19;0;0-3-2;0;2;0.00000;C;6;NA;NA;NA;NA;false;0-3-2;6;6;0-3;false;false;NA;1-3-2;1.92340;13.59232;0.00000;4.47687e-03;1.83787;4.48865e-03;2.75772;2.03189e+03
mv221_mv248__xy19;0;0-3-3;0;3;0.00000;D;2;NA;NA;NA;NA;false;0-3-3;2;2;0-3;false;false;NA;1-3-3;1.93577;16.27846;0.00000;NA;1.69845;NA;2.51156;2.06915e+03
mv221_mv248__xy19;0;0-4-0;0;0;0.00000;A;2;NA;NA;NA;NA;false;0-4-0;2;2;0-4;false;false;NA;1-4-0;2.00519;3.99876;0.00000;NA;1.84632;NA;2.93653;2.55167e+03
mv221_mv248__xy19;0;0-4-1;0;1;0.00000;B;1;NA;NA;NA;NA;false;0-4-1;1;1;0-4;false;false;NA;NA;2.01589;7.32655;0.00000;NA;2.47162;NA;3.58031;2.13561e+03
mv221_mv248__xy19;0;0-4-2;0;2;0.00000;C;2;NA;NA;NA;NA;false;0-4-2;2;2;0-4;false;false;NA;1-4-3;1.98856;10.39213;0.00000;NA;1.74492;NA;2.86074;2.65416e+03
mv221_mv248__xy19;0;0-4-3;0;3;0.00000;D;NA;NA;NA;NA;NA;false;0-4-3;3;3;0-4;false;false;NA;1-4-4;1.96541;14.93966;0.00000;9.84131e-03;1.30130;1.16544e-02;1.96726;3.05332e+03
mv221_mv248__xy19;0;1-0-0;1;0;10.00000;AH;5;1;0.99507;NA;NA;false;1-0-0;4;4;0-0;false;false;0-0-0;2-0-0;1.99174;2.80476;0.00000;1.50842e-02;1.32242;1.46617e-02;2.21382;1.60814e+03
mv221_mv248__xy19;0;1-0-1;1;1;10.00000;AT;6;1;0.99507;NA;NA;false;1-0-1;5;5;0-0;false;false;0-0-0;2-0-1;2.03236;4.92175;0.00000;1.70499e-02;1.23370;1.73062e-02;1.95433;1.71322e+03
mv221_mv248__xy19;0;1-0-2;1;2;10.00000;BH;6;1;1.13562;NA;NA;false;1-0-2;5;5;0-0;false;false;0-0-1;2-0-2;2.00097;7.37750;0.00000;1.49671e-02;1.17455;1.34439e-02;1.91281;1.66447e+03
mv221_mv248__xy19;0;1-0-3;1;3;10.00000;BT;8;1;1.13562;NA;NA;false;1-0-3;7;7;0-0;false;false;0-0-1;2-0-3;2.04211;9.44357;0.00000;8.38717e-03;1.47875;8.88836e-03;2.33367;1.60860e+03
mv221_mv248__xy19;0;1-0-4;1;4;10.00000;C;3;NA;1.08602;NA;NA;false;0-0-2;3;3;0-0;false;false;0-0-2;2-0-4;2.00123;12.20353;0.00000;3.72843e-03;2.13362;1.10422e-02;3.27332;2.16674e+03
mv221_mv248__xy19;0;1-0-5;1;5;10.00000;D;3;NA;1.22651;NA;NA;false;0-0-3;3;3;0-0;false;false;0-0-3;2-0-5;2.00542;15.47090;0.00000;1.61304e-02;2.15052;1.61048e-02;3.16304;2.22570e+03
mv221_mv248__xy19;0;1-0-6;1;6;10.00000;E;NA;NA;1.03514;NA;NA;false;0-0-4;3;3;0-0;false;false;0-0-4;2-0-6;1.98174;18.19813;0.00000;3.89808e-03;1.61817;4.62181e-03;2.49129;2.25216e+03
mv221_mv248__xy19;0;1-0-7;1;7;10.00000;F;NA;NA;1.00000;NA;0.38826;false;0-0-5;2;2;0-0;false;false;0-0-5;NA;1.99979;20.59532;0.00000;NA;1.58860;NA;2.37228;2.35569e+03
mv221_mv248__xy19;0;1-1-0;1;0;10.00000;A;3;NA;1.03590;NA;NA;false;0-1-0;3;3;0-1;false;false;0-1-0;2-1-0;2.03125;3.14912;0.00000;8.79453e-03;1.70690;9.47021e-03;2.74928;2.02852e+03
mv221_mv248__xy19;0;1-1-1;1;1;10.00000;BH;7;1;1.06994;NA;NA;false;1-1-1;6;6;0-1;false;false;0-1-1;2-1-1;2.00392;5.40508;0.00000;1.40402e-02;1.09005;1.31159e-02;1.83042;2.03774e+03
mv221_mv248__xy19;0;1-1-2;1;2;10.00000;BT;8;1;1.06994;NA;NA;false;1-1-2;7;7;0-1;false;false;0-1-1;2-1-2;2.09899;7.37940;0.00000;1.25505e-02;1.30130;1.17301e-02;2.04104;1.91832e+03
mv221_mv248__xy19;0;1-1-3;1;3;10.00000;C;NA;NA;1.02909;NA;NA;false;0-1-2;9;9;0-1;false;false;0-1-2;2-1-3;2.05313;10.03699;0.00000;6.67445e-03;2.39135;6.43859e-03;3.19096;2.10615e+03
mv221_mv248__xy19;0;1-1-4;1;4;10.00000;D;2;NA;1.08040;NA;NA;false;0-1-3;2;2;0-1;false;false;0-1-3;NA;2.00351;13.97681;0.00000;NA;1.81675;NA;2.74928;2.03719e+03
mv221_mv248__xy19;0;1-2-0;1;0;10.00000;A;10;NA;1.00920;NA;NA;false;0-2-0;10;10;0-2;false;false;0-2-0;2-2-0;2.05128;3.14443;0.00000;4.85677e-03;1.85477;4.35129e-03;3.13688;2.71813e+03
mv221_mv248__xy19;0;1-2-1;1;1;10.00000;B;8;NA;1.03636;NA;NA;false;0-2-1;8;8;0-2;false;false;0-2-1;2-2-1;2.04850;6.13894;0.00000;4.81752e-03;1.92660;4.56351e-03;2.89597;2.90965e+03
mv221_mv248__xy19;0;1-2-2;1;2;10.00000;C;4;NA;0.91445;NA;NA;false;0-2-2;4;4;0-2;false;false;0-2-2;2-2-2;2.04456;9.48979;0.00000;1.50792e-02;1.30975;1.46855e-02;2.08912;1.82268e+03
mv221_mv248__xy19;0;1-2-3;1;3;10.00000;D;3;NA;1.33074;NA;NA;false;0-2-3;3;3;0-2;false;false;0-2-3;2-2-3;2.05719;12.26257;0.00000;2.22443e-02;1.44495;1.49193e-02;2.27871;1.80420e+03
mv221_mv248__xy19;0;1-2-4;1;4;10.00000;E;NA;NA;1.04255;NA;NA;false;0-2-4;7;7;0-2;false;false;0-2-4;2-2-4;2.07310;16.00565;0.00000;-1.88379e-03;1.03512;-2.20265e-03;1.72097;1.99720e+03
mv221_mv248__xy19;0;1-2-5;1;5;10.00000;F;2;NA;1.17530;NA;NA;false;0-2-5;2;2;0-2;false;false;0-2-5;NA;1.90902;17.79193;0.00000;NA;1.24637;NA;2.08102;1.74184e+03
mv221_mv248__xy19;0;1-3-0;1;0;10.00000;A;2;NA;1.16771;NA;NA;false;0-3-0;2;2;0-3;false;false;0-3-0;NA;2.08665;3.39844;0.00000;NA;2.35332;NA;3.58444;1.59585e+03
mv221_mv248__xy19;0;1-3-1;1;1;10.00000;B;3;NA;1.06502;NA;NA;false;0-3-1;3;3;0-3;false;false;0-3-1;2-3-2;2.06303;11.10405;0.00000;1.14701e-02;2.00687;1.49645e-02;3.05569;1.70852e+03
mv221_mv248__xy19;0;1-3-2;1;2;10.00000;C;6;NA;1.01379;NA;NA;false;0-3-2;6;6;0-3;false;false;0-3-2;2-3-3;2.06202;14.03897;0.00000;4.47687e-03;1.86322;4.48865e-03;2.87179;2.00681e+03
mv221_mv248__xy19;0;1-3-3;1;3;10.00000;D;2;NA;1.04975;NA;NA;false;0-3-3;2;2;0-3;false;false;0-3-3;NA;1.99868;16.91279;0.00000;NA;1.78295;NA;2.80179;1.96118e+03
mv221_mv248__xy19;0;1-4-0;1;0;10.00000;A;2;NA;1.14416;NA;NA;false;0-4-0;2;2;0-4;false;false;0-4-0;NA;1.99667;4.26764;0.00000;NA;2.11250;NA;3.32518;2.30510e+03
mv221_mv248__xy19;0;1-4-1;1;1;10.00000;BH;6;1;0.98803;NA;NA;false;1-4-1;5;5;0-4;false;false;0-4-1;2-4-2;1.99087;6.96368;0.00000;1.73947e-02;1.29707;1.52143e-02;1.96726;2.11013e+03
mv221_mv248__xy19;0;1-4-2;1;2;10.00000;BT;6;1;0.98803;NA;NA;false;1-4-2;5;5;0-4;false;false;0-4-1;2-4-3;2.02508;8.85919;0.00000;1.72395e-02;1.14497;1.73461e-02;1.77415;2.05060e+03
mv221_mv248__xy19;0;1-4-3;1;3;10.00000;C;2;NA;1.11622;NA;NA;false;0-4-2;2;2;0-4;false;false;0-4-2;NA;1.94718;13.30864;0.00000;NA;1.94772;NA;3.06122;2.51477e+03
mv221_mv248__xy19;0;1-4-4;1;4;10.00000;D;NA;NA;1.10065;NA;NA;false;0-4-3;3;3;0-4;false;false;0-4-3;2-4-6;1.88155;16.04963;0.00000;9.84131e-03;1.43227;1.16544e-02;2.34361;2.96300e+03
mv221_mv248__xy19;0;2-0-0;2;0;20.00000;AH;5;1;1.22045;NA;NA;false;1-0-0;4;4;0-0;false;false;1-0-0;3-0-0;2.02776;2.92704;0.00000;1.50842e-02;1.61395;1.46617e-02;2.47769;1.70716e+03
mv221_mv248__xy19;0;2-0-1;2;1;20.00000;AT;6;1;1.16438;NA;NA;false;1-0-1;5;5;0-0;false;false;1-0-1;3-0-1;2.00449;5.29865;0.00000;1.70499e-02;1.43650;1.73062e-02;2.16948;1.82725e+03
mv221_mv248__xy19;0;2-0-2;2;2;20.00000;BH;6;1;1.11871;NA;NA;false;1-0-2;5;5;0-0;false;false;1-0-2;3-0-2;2.00831;7.92749;0.00000;1.49671e-02;1.31397;1.34439e-02;2.09619;1.82573e+03
mv221_mv248__xy19;0;2-0-3;2;3;20.00000;BT;8;1;1.13714;NA;NA;false;1-0-3;7;7;0-0;false;false;1-0-3;3-0-3;2.08098;10.28568;0.00000;8.38717e-03;1.68155;8.88836e-03;2.54249;1.67892e+03
mv221_mv248__xy19;0;2-0-4;2;4;20.00000;C;3;NA;0.99208;NA;NA;false;0-0-2;3;3;0-0;false;false;1-0-4;NA;2.02642;13.29801;0.00000;3.72843e-03;2.11672;1.10422e-02;3.58974;2.32011e+03
mv221_mv248__xy19;0;2-0-5;2;5;20.00000;D;3;NA;1.12574;NA;NA;false;0-0-3;3;3;0-0;false;false;1-0-5;NA;1.97291;16.96114;0.00000;1.61304e-02;2.42092;1.61048e-02;3.80569;2.19051e+03
mv221_mv248__xy19;0;2-0-6;2;6;20.00000;E;NA;NA;1.04439;NA;NA;false;0-0-4;3;3;0-0;false;false;1-0-6;NA;2.01013;19.94801;0.00000;3.89808e-03;1.69000;4.62181e-03;2.57551;2.42797e+03
mv221_mv248__xy19;0;2-1-0;2;0;20.00000;A;3;NA;1.15099;NA;NA;false;0-1-0;3;3;0-1;false;false;1-1-0;NA;2.05931;3.40670;0.00000;8.79453e-03;1.96462;9.47021e-03;3.08870;2.06421e+03
mv221_mv248__xy19;0;2-1-1;2;1;20.00000;BH;7;1;1.10853;NA;NA;false;1-1-1;6;6;0-1;false;false;1-1-1;3-1-2;2.06977;5.94068;0.00000;1.40402e-02;1.20835;1.31159e-02;2.05239;2.19069e+03
mv221_mv248__xy19;0;2-1-2;2;2;20.00000;BT;8;1;0.99675;NA;NA;false;1-1-2;7;7;0-1;false;false;1-1-2;3-1-3;2.09906;8.10616;0.00000;1.25505e-02;1.29707;1.17301e-02;2.25635;2.08823e+03
mv221_mv248__xy19;0;2-1-3;2;3;20.00000;C;NA;NA;1.22261;NA;NA;false;0-1-2;9;9;0-1;false;false;1-1-3;3-1-4;2.05812;11.22077;0.00000;6.67445e-03;2.92370;6.43859e-03;3.84875;2.18487e+03
mv221_mv248__xy19;0;2-1-4;2;4;20.00000;DH;NA;2;1.04651;NA;NA;false;2-1-4;5;5;0-1;false;false;1-1-4;3-1-5;1.96998;13.99554;0.00000;1.15180e-02;0.97597;9.21922e-03;1.63666;2.05420e+03
mv221_mv248__xy19;0;2-1-5;2;5;20.00000;DT;NA;2;1.04651;NA;NA;false;2-1-5;4;4;0-1;false;false;1-1-4;3-1-6;2.02717;15.60801;0.00000;1.30744e-02;0.92527;1.34062e-02;1.51744;2.12345e+03
mv221_mv248__xy19;0;2-2-0;2;0;20.00000;A;10;NA;1.08428;NA;NA;false;0-2-0;10;10;0-2;false;false;1-2-0;3-2-0;1.98796;3.31623;0.00000;4.85677e-03;2.01110;4.35129e-03;3.38562;2.90418e+03
mv221_mv248__xy19;0;2-2-1;2;1;20.00000;B;8;NA;0.99123;NA;NA;false;0-2-1;8;8;0-2;false;false;1-2-1;3-2-1;2.00479;6.42522;0.00000;4.81752e-03;1.90970;4.56351e-03;2.87841;3.22451e+03
mv221_mv248__xy19;0;2-2-2;2;2;20.00000;C;4;NA;1.25161;NA;NA;false;0-2-2;4;4;0-2;false;false;1-2-2;3-2-2;2.01936;9.91669;0.00000;1.50792e-02;1.63930;1.46855e-02;2.41289;1.89036e+03
mv221_mv248__xy19;0;2-2-3;2;3;20.00000;D;3;NA;1.17251;NA;NA;false;0-2-3;3;3;0-2;false;false;1-2-3;NA;1.99555;12.99271;0.00000;2.22443e-02;1.69422;1.49193e-02;2.47769;1.88632e+03
mv221_mv248__xy19;0;2-2-4;2;4;20.00000;E;NA;NA;0.93469;NA;NA;false;0-2-4;7;7;0-2;false;false;1-2-4;3-2-5;2.03288;15.95764;0.00000;-1.88379e-03;0.96752;-2.20265e-03;1.52992;2.33258e+03
mv221_mv248__xy19;0;2-2-5;2;5;20.00000;FH;4;2;NA;NA;NA;true;2-2-5;2;2;0-2;false;false;1-2-5;3-2-6;2.03502;18.06913;0.00000;NA;0.94640;NA;1.44323;2.02718e+03
mv221_mv248__xy19;0;2-3-0;2;0;20.00000;AH;6;2;1.14363;NA;NA;false;2-3-0;4;4;0-3;false;false;1-3-0;3-3-0;2.02486;2.66887;0.00000;1.40584e-02;1.55902;1.60661e-02;2.23377;1.48984e+03
mv221_mv248__xy19;0;2-3-1;2;1;20.00000;AT;6;2;1.14363;NA;NA;false;2-3-1;4;4;0-3;false;false;1-3-0;3-3-1;1.95800;7.05347;0.00000;2.10952e-02;1.13230;1.97758e-02;1.78484;1.63754e+03
mv221_mv248__xy19;0;2-3-2;2;2;20.00000;B;3;NA;1.18105;NA;NA;false;0-3-1;3;3;0-3;false;false;1-3-1;NA;2.02775;11.21395;0.00000;1.14701e-02;2.37022;1.49645e-02;3.44745;1.67803e+03
mv221_mv248__xy19;0;2-3-3;2;3;20.00000;C;6;NA;1.11338;NA;NA;false;0-3-2;6;6;0-3;false;false;1-3-2;3-3-4;2.01579;14.50096;0.00000;4.47687e-03;2.07447;4.48865e-03;2.99635;2.19588e+03
mv221_mv248__xy19;0;2-3-4;2;4;20.00000;DH;NA;2;1.12796;NA;NA;false;2-3-4;4;4;0-3;false;false;1-3-3;3-3-5;1.98877;16.88339;0.00000;5.55709e-03;0.94217;6.02672e-03;1.63019;2.10535e+03
mv221_mv248__xy19;0;2-3-5;2;5;20.00000;DT;NA;2;1.12796;NA;NA;false;2-3-5;3;3;0-3;false;false;1-3-3;3-3-6;1.99728;18.54787;0.00000;8.51965e-03;1.06892;8.52871e-03;1.72097;2.06639e+03
mv221_mv248__xy19;0;2-4-0;2;0;20.00000;AH;7;2;1.14200;NA;NA;false;2-4-0;5;5;0-4;false;false;1-4-0;3-4-0;2.06294;3.47543;0.00000;1.67886e-02;1.19145;1.64078e-02;1.88948;2.31453e+03
mv221_mv248__xy19;0;2-4-1;2;1;20.00000;AT;8;2;1.14200;NA;NA;false;2-4-1;6;6;0-4;false;false;1-4-0;3-4-1;2.04491;5.51353;0.00000;1.45504e-02;1.22102;1.29071e-02;2.10524;2.35321e+03
mv221_mv248__xy19;0;2-4-2;2;2;20.00000;BH;6;1;1.20847;NA;NA;false;1-4-1;5;5;0-4;false;false;1-4-1;3-4-2;2.02972;7.78213;0.00000;1.73947e-02;1.56747;1.52143e-02;2.35440;2.11880e+03
mv221_mv248__xy19;0;2-4-3;2;3;20.00000;BT;6;1;1.20664;NA;NA;false;1-4-2;5;5;0-4;false;false;1-4-2;3-4-3;2.03169;10.07679;0.00000;1.72395e-02;1.38157;1.73461e-02;2.09619;2.08771e+03
mv221_mv248__xy19;0;2-4-4;2;4;20.00000;CH;NA;2;1.12364;NA;NA;false;2-4-4;3;3;0-4;false;false;1-4-3;3-4-4;1.99688;13.47240;0.00000;1.25864e-02;1.13652;1.41068e-02;1.79781;2.58375e+03
mv221_mv248__xy19;0;2-4-5;2;5;20.00000;CT;NA;2;1.12364;NA;NA;false;2-4-5;3;3;0-4;false;false;1-4-3;3-4-5;1.95000;15.34757;0.00000;8.64533e-03;1.05202;5.76397e-03;1.87601;2.58343e+03
mv221_mv248__xy19;0;2-4-6;2;6;20.00000;D;NA;NA;1.10619;NA;NA;false;0-4-3;3;3;0-4;false;false;1-4-4;NA;1.99246;17.42121;0.00000;9.84131e-03;1.58437;1.16544e-02;2.48365;3.11839e+03
mv221_mv248__xy19;0;3-0-0;3;0;30.00000;AH;5;1;1.10209;NA;NA;false;1-0-0;4;4;0-0;false;false;2-0-0;4-0-0;2.01963;3.18716;0.00000;1.50842e-02;1.77872;1.46617e-02;3.00128;1.67438e+03
mv221_mv248__xy19;0;3-0-1;3;1;30.00000;AT;6;1;1.18824;NA;NA;false;1-0-1;5;5;0-0;false;false;2-0-1;4-0-1;2.05329;6.06366;0.00000;1.70499e-02;1.70690;1.73062e-02;2.67212;1.74721e+03
mv221_mv248__xy19;0;3-0-2;3;2;30.00000;BH;6;1;1.08039;NA;NA;false;1-0-2;5;5;0-0;false;false;2-0-2;4-0-2;2.01655;9.03829;0.00000;1.49671e-02;1.41960;1.34439e-02;2.23377;1.80411e+03
mv221_mv248__xy19;0;3-0-3;3;3;30.00000;BT;8;1;0.95980;NA;NA;false;1-0-3;7;7;0-0;false;false;2-0-3;4-0-3;2.04393;13.00493;0.00000;8.38717e-03;1.61395;8.88836e-03;2.51156;1.73776e+03
mv221_mv248__xy19;0;3-0-4;3;4;30.00000;CH;7;3;1.11577;NA;NA;false;3-0-4;4;4;0-0;false;false;2-0-4;4-0-4;1.96403;15.21187;0.00000;1.26099e-02;1.17455;1.12555e-02;1.98862;2.26755e+03
mv221_mv248__xy19;0;3-0-5;3;5;30.00000;CT;NA;3;1.11577;NA;NA;false;3-0-5;4;4;0-0;false;false;2-0-4;4-0-5;2.12557;17.25692;0.00000;-1.44425e-02;1.18722;-1.25616e-02;2.02441;2.26099e+03
mv221_mv248__xy19;0;3-0-6;3;6;30.00000;DH;NA;3;0.95462;NA;NA;false;3-0-6;2;2;0-0;false;false;2-0-5;4-0-6;1.98115;19.15012;0.00000;NA;1.22525;NA;1.93914;2.20054e+03
mv221_mv248__xy19;0;3-0-7;3;7;30.00000;DT;NA;3;0.95462;NA;0.50019;false;3-0-7;1;1;0-0;false;false;2-0-5;NA;2.02410;20.96667;0.00000;NA;1.08582;NA;1.67114;2.27788e+03
mv221_mv248__xy19;0;3-1-0;3;0;30.00000;AH;10;3;1.08172;NA;NA;false;3-1-0;7;7;0-1;false;false;2-1-0;4-1-0;1.98781;2.55779;0.00000;1.33843e-02;1.06047;1.20180e-02;1.77415;2.03776e+03
mv221_mv248__xy19;0;3-1-1;3;1;30.00000;AT;9;3;1.08172;NA;NA;false;3-1-1;6;6;0-1;false;false;2-1-0;4-1-1;2.10064;4.38337;0.00000;9.32320e-03;1.06470;1.00178e-02;1.75981;2.09681e+03
mv221_mv248__xy19;0;3-1-2;3;2;30.00000;BH;7;1;1.17133;NA;NA;false;1-1-1;6;6;0-1;false;false;2-1-1;4-1-2;2.03848;6.39231;0.00000;1.40402e-02;1.41537;1.31159e-02;2.29810;2.11793e+03
mv221_mv248__xy19;0;3-1-3;3;3;30.00000;BT;8;1;1.13029;NA;NA;false;1-1-2;7;7;0-1;false;false;2-1-2;4-1-3;2.06145;8.72836;0.00000;1.25505e-02;1.46607;1.17301e-02;2.28981;2.06598e+03
mv221_mv248__xy19;0;3-1-4;3;4;30.00000;C;NA;NA;0.98555;NA;NA;false;0-1-2;9;9;0-1;false;false;2-1-3;4-1-4;2.08095;12.50964;0.00000;6.67445e-03;2.88145;6.43859e-03;3.96979;2.32708e+03
mv221_mv248__xy19;0;3-1-5;3;5;30.00000;DH;NA;2;1.12121;NA;NA;false;2-1-4;5;5;0-1;false;false;2-1-4;4-1-5;1.97460;15.45820;0.00000;1.15180e-02;1.09427;9.21922e-03;1.88948;2.00053e+03
mv221_mv248__xy19;0;3-1-6;3;6;30.00000;DT;NA;2;1.36530;NA;NA;false;2-1-5;4;4;0-1;false;false;2-1-5;4-1-6;2.01978;17.38891;0.00000;1.30744e-02;1.26327;1.34062e-02;1.90285;1.91018e+03
mv221_mv248__xy19;0;3-2-0;3;0;30.00000;A;10;NA;1.05882;NA;NA;false;0-2-0;10;10;0-2;false;false;2-2-0;4-2-0;2.00816;3.29540;0.00000;4.85677e-03;2.12940;4.35129e-03;3.39559;2.95657e+03
mv221_mv248__xy19;0;3-2-1;3;1;30.00000;B;8;NA;1.15487;NA;NA;false;0-2-1;8;8;0-2;false;false;2-2-1;4-2-1;1.98748;6.72053;0.00000;4.81752e-03;2.20545;4.56351e-03;3.33089;3.21289e+03
mv221_mv248__xy19;0;3-2-2;3;2;30.00000;C;4;NA;1.34021;NA;NA;false;0-2-2;4;4;0-2;false;false;2-2-2;NA;2.02100;10.10687;0.00000;1.50792e-02;2.19700;1.46855e-02;3.46030;1.73407e+03
mv221_mv248__xy19;0;3-2-3;3;3;30.00000;DH;NA;3;1.10474;NA;NA;false;3-2-3;6;6;0-2;false;false;2-2-3;4-2-4;1.95114;13.25943;0.00000;1.21569e-02;0.96330;1.20294e-02;1.58152;1.73641e+03
mv221_mv248__xy19;0;3-2-4;3;4;30.00000;DT;NA;3;1.10474;NA;NA;false;3-2-4;6;6;0-2;false;false;2-2-3;4-2-5;1.96058;14.79249;0.00000;-2.96279e-03;0.90837;-3.50725e-03;1.50766;1.78899e+03
mv221_mv248__xy19;0;3-2-5;3;5;30.00000;E;NA;NA;1.13537;NA;NA;false;0-2-4;7;7;0-2;false;false;2-2-4;4-2-6;1.95150;17.32100;0.00000;-1.88379e-03;1.09850;-2.20265e-03;1.65718;2.25698e+03
mv221_mv248__xy19;0;3-2-6;3;6;30.00000;FH;4;2;1.16071;NA;NA;false;2-2-5;2;2;0-2;false;false;2-2-5;NA;1.92950;19.65200;0.00000;NA;1.09850;NA;1.75620;2.03899e+03
mv221_mv248__xy19;0;3-3-0;3;0;30.00000;AH;6;2;0.94038;NA;NA;false;2-3-0;4;4;0-3;false;false;2-3-0;4-3-0;2.00208;2.71426;0.00000;1.40584e-02;1.46607;1.60661e-02;2.28981;1.55647e+03
mv221_mv248__xy19;0;3-3-1;3;1;30.00000;AT;6;2;1.16045;NA;NA;false;2-3-1;4;4;0-3;false;false;2-3-1;4-3-1;2.03903;5.42656;0.00000;2.10952e-02;1.31397;1.97758e-02;2.04104;1.60007e+03
mv221_mv248__xy19;0;3-3-2;3;2;30.00000;BH;7;3;1.03209;NA;NA;false;3-3-2;4;4;0-3;false;false;2-3-2;4-3-2;2.01831;7.88296;0.00000;2.09026e-02;1.16187;1.92141e-02;1.86132;1.73120e+03
