Position;PositionIdx;Indices;Frame;Idx;Time;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame;SizeRatio;TrackErrorSizeRatio;EndOfChannelContact;TruncatedDivision;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;BacteriaCenterX;BacteriaCenterY;BacteriaCenterZ;GrowthRateArea;Size;GrowthRateLength;Length;MeanRFP
mv221_mv248__xy28;9;50-2-1;50;1;500.00000;AHHHHHTH;57;50;1.05822;NA;NA;false;50-2-1;7;7;0-2;false;false;49-2-1;51-2-1;2.10333;6.57904;0.00000;1.26614e-02;1.21257;1.09267e-02;2.16948;1.88529e+03
mv221_mv248__xy28;9;50-2-2;50;2;500.00000;AHHHHHTT;56;50;1.05822;NA;NA;false;50-2-2;6;6;0-2;false;false;49-2-1;51-2-2;2.14127;8.87456;0.00000;1.23011e-02;1.39847;1.01265e-02;2.29810;1.70108e+03
mv221_mv248__xy28;9;50-2-3;50;3;500.00000;AHHHHTHH;55;49;1.17296;NA;NA;false;49-2-2;6;6;0-2;false;false;49-2-2;51-2-3;2.03103;11.10559;0.00000;8.88365e-03;1.57592;8.73560e-03;2.38383;1.53921e+03
mv221_mv248__xy28;9;50-2-4;50;4;500.00000;AHHHHTHT;NA;49;1.29603;NA;NA;false;49-2-3;7;7;0-2;false;false;49-2-3;51-2-4;1.95960;13.52326;0.00000;5.99874e-03;1.51677;5.58515e-03;2.47769;1.63872e+03
mv221_mv248__xy28;9;50-2-5;50;5;500.00000;AHHHHTTH;NA;50;1.09843;NA;NA;false;50-2-5;5;5;0-2;false;false;49-2-4;51-2-5;2.14756;15.61747;0.00000;3.30009e-03;1.17877;2.61811e-03;1.91281;1.70342e+03
mv221_mv248__xy28;9;50-2-6;50;6;500.00000;AHHHHTTT;NA;50;1.09843;NA;NA;false;50-2-6;3;3;0-2;false;false;49-2-4;51-2-6;2.13358;17.61943;0.00000;-4.10678e-03;1.17877;-1.37893e-04;1.95973;1.81489e+03
mv221_mv248__xy28;9;50-2-7;50;7;500.00000;AHHHTH;51;40;0.81347;NA;0.31236;false;40-2-2;11;11;0-2;false;false;49-2-5;NA;2.03611;20.19913;0.00000;4.87903e-03;1.98997;4.17548e-03;3.18765;2.37445e+03
mv221_mv248__xy28;9;50-3-0;50;0;500.00000;AHHHHHHHH;56;46;1.06313;NA;NA;false;46-3-0;10;10;0-3;false;false;49-3-0;51-3-0;2.05468;2.95047;0.00000;7.43070e-03;1.77872;6.59332e-03;2.81383;1.85186e+03
mv221_mv248__xy28;9;50-3-1;50;1;500.00000;AHHHHHHHT;56;46;1.00882;NA;NA;false;46-3-1;10;10;0-3;false;false;49-3-1;51-3-1;2.06275;5.42134;0.00000;8.72046e-03;1.44917;7.68035e-03;2.32005;2.00541e+03
mv221_mv248__xy28;9;50-3-2;50;2;500.00000;AHHHHHHTH;54;46;1.22384;NA;NA;false;46-3-2;8;8;0-3;false;false;49-3-2;51-3-2;2.09176;8.12293;0.00000;1.18487e-02;2.12517;1.08668e-02;3.28170;1.75242e+03
mv221_mv248__xy28;9;50-3-3;50;3;500.00000;AHHHHHHTT;53;46;1.12500;NA;NA;false;46-3-3;7;7;0-3;false;false;49-3-3;51-3-3;2.04625;11.16467;0.00000;1.00718e-02;1.86322;9.94837e-03;2.87841;1.76860e+03
mv221_mv248__xy28;9;50-3-4;50;4;500.00000;AHHHHHTHHH;54;50;1.00000;NA;NA;false;50-3-4;4;4;0-3;false;false;49-3-4;51-3-4;2.08845;13.58339;0.00000;7.00141e-03;1.36467;7.89943e-03;2.12918;1.42256e+03
mv221_mv248__xy28;9;50-3-5;50;5;500.00000;AHHHHHTHHT;53;50;1.00000;NA;NA;false;50-3-5;3;3;0-3;false;false;49-3-4;51-3-5;2.10003;16.18767;0.00000;1.92352e-02;1.23370;1.42554e-02;1.97690;1.39285e+03
mv221_mv248__xy28;9;50-3-6;50;6;500.00000;AHHHHHTHT;51;45;1.08172;NA;NA;false;45-3-3;6;6;0-3;false;false;49-3-5;NA;1.95246;19.40179;0.00000;1.15687e-02;2.12517;9.85122e-03;3.32518;1.59417e+03
mv221_mv248__xy28;9;50-4-0;50;0;500.00000;AHHHHHHH;53;42;1.02949;NA;NA;false;42-4-0;11;11;0-4;false;false;49-4-0;51-4-0;2.01740;3.84715;0.00000;7.78551e-03;3.09692;6.84121e-03;4.36711;2.98100e+03
mv221_mv248__xy28;9;50-4-1;50;1;500.00000;AHHHHHHT;52;42;1.09982;NA;NA;false;42-4-1;10;10;0-4;false;false;49-4-1;51-4-1;2.04088;7.93952;0.00000;7.19331e-03;2.65330;5.77356e-03;3.64927;3.09532e+03
mv221_mv248__xy28;9;50-4-2;50;2;500.00000;AHHHHHIH;51;40;1.13308;NA;NA;false;40-4-1;11;11;0-4;false;false;49-4-2;NA;2.04096;12.33408;0.00000;8.97847e-03;2.51810;6.93968e-03;3.32518;2.69634e+03
mv221_mv248__xy28;9;50-4-3;50;3;500.00000;AHHHHHIT;NA;40;1.14851;NA;NA;false;40-4-2;15;15;0-4;false;false;49-4-3;51-4-4;2.03932;16.29684;0.00000;3.97882e-03;2.45050;2.75414e-03;3.28170;2.90658e+03
mv221_mv248__xy28;9;50-4-4;50;4;500.00000;AHHHHHTH;52;47;1.03869;NA;NA;false;47-4-4;5;5;0-4;false;false;49-4-4;51-4-5;1.95298;19.09473;0.00000;5.14150e-03;1.47452;3.89972e-03;2.49129;3.06469e+03
mv221_mv248__xy28;9;50-4-5;50;5;500.00000;AHHHHHTT;NA;47;NA;NA;0.53569;false;47-4-5;4;4;0-4;false;false;49-4-5;NA;1.98677;21.09972;0.00000;-7.06883e-03;0.83655;-7.74306e-03;1.37886;3.10131e+03
mv221_mv248__xy28;9;50-5-0;50;0;500.00000;AHHHHHHHH;54;48;1.18132;NA;NA;false;48-5-0;6;6;0-5;false;false;49-5-0;51-5-0;2.01092;3.06090;0.00000;8.22389e-03;1.81675;7.90125e-03;3.07979;1.57952e+03
mv221_mv248__xy28;9;50-5-1;50;1;500.00000;AHHHHHHHT;53;48;1.11634;NA;NA;false;48-5-1;5;5;0-5;false;false;49-5-1;51-5-1;1.93694;5.86661;0.00000;1.10521e-02;1.70267;1.02996e-02;2.70356;1.76485e+03
mv221_mv248__xy28;9;50-5-2;50;2;500.00000;AHHHHHHTH;52;46;1.01222;NA;NA;false;46-5-1;6;6;0-5;false;false;49-5-2;51-5-2;1.93634;8.61548;0.00000;1.02667e-02;1.74915;1.02529e-02;2.96018;1.94198e+03
mv221_mv248__xy28;9;50-5-3;50;3;500.00000;AHHHHHHTT;53;46;0.98826;NA;NA;false;46-5-2;7;7;0-5;false;false;49-5-3;51-5-3;1.98613;11.57648;0.00000;9.93725e-03;1.77872;9.48012e-03;2.94300;2.05574e+03
mv221_mv248__xy28;9;50-5-4;50;4;500.00000;AHHHHHTHHH;NA;50;1.21193;NA;NA;false;50-5-4;6;6;0-5;false;false;49-5-4;51-5-4;2.04854;13.97199;0.00000;7.66878e-03;1.18722;5.61858e-03;1.95973;1.33926e+03
mv221_mv248__xy28;9;50-5-5;50;5;500.00000;AHHHHHTHHT;NA;50;1.21193;NA;NA;false;50-5-5;4;4;0-5;false;false;49-5-4;51-5-5;1.88585;15.99739;0.00000;3.34888e-03;1.30130;4.99063e-03;2.00238;1.43085e+03
mv221_mv248__xy28;9;50-5-6;50;6;500.00000;AHHHHHTHT;52;46;1.06818;NA;NA;false;46-5-4;6;6;0-5;false;false;49-5-5;51-5-6;1.91819;18.09800;0.00000;6.85998e-03;1.58860;6.94839e-03;2.57551;1.71374e+03
mv221_mv248__xy28;9;50-5-7;50;7;500.00000;AHHHHHTTH;NA;45;0.96306;NA;0.33376;false;45-5-3;7;7;0-5;false;false;49-5-6;51-5-7;1.97226;20.46716;0.00000;1.85369e-04;1.54212;-1.81267e-04;2.63951;1.77301e+03
mv221_mv248__xy28;9;50-6-0;50;0;500.00000;AHHHHHHHH;58;50;1.03143;NA;NA;false;50-6-0;8;8;0-6;false;false;49-6-0;51-6-0;1.94295;2.57758;0.00000;9.50659e-03;1.09005;8.00003e-03;1.77415;2.58444e+03
mv221_mv248__xy28;9;50-6-1;50;1;500.00000;AHHHHHHHT;58;50;1.03143;NA;NA;false;50-6-1;8;8;0-6;false;false;49-6-0;51-6-1;2.05516;4.39882;0.00000;1.06943e-02;1.12807;8.18126e-03;1.79781;2.71470e+03
mv221_mv248__xy28;9;50-6-2;50;2;500.00000;AHHHHHHT;53;45;1.17372;NA;NA;false;45-6-1;8;8;0-6;false;false;49-6-1;51-6-2;2.01598;6.92170;0.00000;1.00116e-02;2.22657;8.75733e-03;3.21734;2.66194e+03
mv221_mv248__xy28;9;50-6-3;50;3;500.00000;AHHHHHTH;52;43;1.15859;NA;NA;false;43-6-1;9;9;0-6;false;false;49-6-2;51-6-3;2.07691;10.13061;0.00000;9.62778e-03;2.22235;8.05922e-03;3.25584;2.60710e+03
mv221_mv248__xy28;9;50-6-4;50;4;500.00000;AHHHHHTT;56;43;1.13021;NA;NA;false;43-6-2;13;13;0-6;false;false;49-6-3;51-6-4;2.00317;13.03415;0.00000;6.05615e-03;1.83365;5.42056e-03;2.67765;2.71506e+03
mv221_mv248__xy28;9;50-6-5;50;5;500.00000;AHHHHTHHHH;53;50;1.03175;NA;NA;false;50-6-5;3;3;0-6;false;false;49-6-4;51-6-5;1.94053;15.88406;0.00000;1.33900e-02;1.07315;1.35818e-02;1.67114;1.44704e+03
mv221_mv248__xy28;9;50-6-6;50;6;500.00000;AHHHHTHHHT;NA;50;1.03175;NA;NA;false;50-6-6;3;3;0-6;false;false;49-6-4;51-6-6;2.07633;18.00280;0.00000;7.16757e-03;1.12385;5.78363e-03;1.69499;1.51102e+03
mv221_mv248__xy28;9;50-6-7;50;7;500.00000;AHHHHTHHT;51;47;0.95443;NA;0.30406;false;47-6-5;4;4;0-6;false;false;49-6-5;NA;1.99655;20.52604;0.00000;6.34679e-03;1.59282;8.96694e-03;2.48365;1.70914e+03
mv221_mv248__xy28;9;50-7-0;50;0;500.00000;AHHHHH;67;42;1.03125;NA;NA;false;42-7-0;25;25;0-7;false;false;49-7-0;51-7-0;2.11447;3.14012;0.00000;3.09616e-03;1.95195;2.69139e-03;3.06604;2.69117e+03
mv221_mv248__xy28;9;50-7-1;50;1;500.00000;AHHHHT;57;42;1.01377;NA;NA;false;42-7-1;15;15;0-7;false;false;49-7-1;51-7-1;2.00459;5.90652;0.00000;6.34945e-03;1.55480;5.28422e-03;2.49129;2.61296e+03
mv221_mv248__xy28;9;50-7-2;50;2;500.00000;AHHHTHHH;55;50;1.22156;NA;NA;false;50-7-2;5;5;0-7;false;false;49-7-2;51-7-2;1.97554;8.71593;0.00000;1.18327e-02;1.20412;1.20588e-02;1.83848;2.23059e+03
mv221_mv248__xy28;9;50-7-3;50;3;500.00000;AHHHTHHT;55;50;1.22156;NA;NA;false;50-7-3;5;5;0-7;false;false;49-7-2;51-7-3;1.97823;10.75502;0.00000;5.86026e-03;1.38157;6.37401e-03;2.19273;2.09634e+03
mv221_mv248__xy28;9;50-7-4;50;4;500.00000;AHHHTHTH;53;47;1.21362;NA;NA;false;47-7-3;6;6;0-7;false;false;49-7-3;51-7-4;2.01651;13.22278;0.00000;1.28535e-02;2.18432;1.04413e-02;3.20879;2.39440e+03
mv221_mv248__xy28;9;50-7-5;50;5;500.00000;AHHHTHTT;52;47;1.10582;NA;NA;false;47-7-4;5;5;0-7;false;false;49-7-4;51-7-5;1.99619;16.16354;0.00000;9.69660e-03;1.76605;8.72460e-03;2.62909;2.64713e+03
mv221_mv248__xy28;9;50-7-6;50;6;500.00000;AHHHTTH;51;42;1.01824;NA;NA;false;42-7-3;9;9;0-7;false;false;49-7-5;NA;1.96440;19.38852;0.00000;3.98550e-03;2.59415;4.23056e-03;3.71411;3.03333e+03
mv221_mv248__xy28;9;50-8-0;50;0;500.00000;AHHHHHHHH;51;45;1.12458;NA;NA;false;45-8-0;6;6;0-8;false;false;49-8-0;NA;1.95749;3.72076;0.00000;9.71831e-03;2.82230;9.53825e-03;4.37243;1.95574e+03
mv221_mv248__xy28;9;50-8-1;50;1;500.00000;AHHHHHHHT;52;45;1.17068;NA;NA;false;45-8-1;7;7;0-8;false;false;49-8-1;51-8-2;2.02782;7.68583;0.00000;1.10517e-02;2.46317;9.15517e-03;3.60384;2.14030e+03
mv221_mv248__xy28;9;50-8-2;50;2;500.00000;AHHHHHHTH;51;45;1.24900;NA;NA;false;45-8-2;6;6;0-8;false;false;49-8-2;NA;2.02370;11.37303;0.00000;1.16340e-02;2.64907;9.51086e-03;3.79736;1.85334e+03
mv221_mv248__xy28;9;50-8-3;50;3;500.00000;AHHHHHHTT;51;45;1.19038;NA;NA;false;45-8-3;6;6;0-8;false;false;49-8-3;NA;2.12341;15.73560;0.00000;1.00735e-02;2.40402;8.78570e-03;3.64522;1.72955e+03
mv221_mv248__xy28;9;50-8-4;50;4;500.00000;AHHHHHTHH;52;43;1.03457;NA;NA;false;43-8-2;9;9;0-8;false;false;49-8-4;51-8-7;1.92332;18.85217;0.00000;4.59411e-03;1.77027;4.60167e-03;2.73696;2.70560e+03
mv221_mv248__xy28;9;50-8-5;50;5;500.00000;AHHHHHTHTH;NA;50;NA;NA;0.30616;true;50-8-5;1;1;0-8;false;false;49-8-5;NA;2.06355;21.01831;0.00000;NA;1.00132;NA;1.57214;2.48222e+03
mv221_mv248__xy28;9;50-9-0;50;0;500.00000;AHHHHHHHH;53;42;1.14742;NA;NA;false;42-9-0;11;11;0-9;false;false;49-9-0;51-9-0;2.07034;3.60358;0.00000;5.41999e-03;2.72935;5.37736e-03;3.99102;1.70014e+03
mv221_mv248__xy28;9;50-9-1;50;1;500.00000;AHHHHHHHTH;52;47;1.08000;NA;NA;false;47-9-1;5;5;0-9;false;false;49-9-1;51-9-1;1.97140;7.11362;0.00000;1.15586e-02;2.05335;8.83223e-03;2.97086;1.94733e+03
mv221_mv248__xy28;9;50-9-2;50;2;500.00000;AHHHHHHHTT;51;47;0.96745;NA;NA;false;47-9-2;4;4;0-9;false;false;49-9-2;NA;1.93311;10.75829;0.00000;1.14490e-02;2.26037;9.42478e-03;3.40243;1.54468e+03
mv221_mv248__xy28;9;50-9-3;50;3;500.00000;AHHHHHHTHH;51;47;1.04660;NA;NA;false;47-9-3;4;4;0-9;false;false;49-9-3;NA;2.00704;14.72087;0.00000;1.85606e-02;2.27727;1.75921e-02;3.59621;1.65392e+03
mv221_mv248__xy28;9;50-9-4;50;4;500.00000;AHHHHHHTHT;NA;47;0.92180;NA;NA;false;47-9-4;6;6;0-9;false;false;49-9-4;51-9-6;1.96738;17.69704;0.00000;-1.11748e-02;1.64352;-9.64358e-03;2.57551;2.20905e+03
mv221_mv248__xy28;9;50-9-5;50;5;500.00000;AHHHHHHTTH;NA;48;1.06383;NA;NA;false;48-9-5;3;3;0-9;false;false;49-9-5;NA;1.94109;20.09039;0.00000;2.63991e-03;1.47875;0.00000;2.30819;2.22629e+03
mv221_mv248__xy28;9;50-10-0;50;0;500.00000;AHHHHHHHH;56;50;0.99226;NA;NA;false;50-10-0;6;6;0-10;false;false;49-10-0;51-10-0;2.03827;2.88725;0.00000;1.94668e-02;0.96752;1.91522e-02;1.52992;1.77598e+03
mv221_mv248__xy28;9;50-10-1;50;1;500.00000;AHHHHHHHT;54;50;0.99226;NA;NA;false;50-10-1;4;4;0-10;false;false;49-10-0;51-10-1;2.05345;5.02468;0.00000;1.90743e-02;1.19990;2.21561e-02;1.75018;1.84295e+03
mv221_mv248__xy28;9;50-10-2;50;2;500.00000;AHHHHHHTH;56;50;1.14600;NA;NA;false;50-10-2;6;6;0-10;false;false;49-10-1;51-10-2;1.89745;7.52447;0.00000;1.39956e-02;1.52100;1.46398e-02;2.29810;1.69233e+03
mv221_mv248__xy28;9;50-10-3;50;3;500.00000;AHHHHHHTT;55;50;1.14600;NA;NA;false;50-10-3;5;5;0-10;false;false;49-10-1;51-10-3;2.04433;9.92814;0.00000;1.79113e-02;1.56325;1.64470e-02;2.42686;1.73117e+03
mv221_mv248__xy28;9;50-10-4;50;4;500.00000;AHHHHHTHH;53;48;1.21795;NA;NA;false;48-10-2;5;5;0-10;false;false;49-10-2;51-10-4;1.98883;12.81150;0.00000;1.68647e-02;1.60550;1.74892e-02;2.50060;2.05213e+03
mv221_mv248__xy28;9;50-10-5;50;5;500.00000;AHHHHHTHT;53;48;1.09524;NA;NA;false;48-10-3;5;5;0-10;false;false;49-10-3;51-10-5;2.01400;15.25671;0.00000;1.00299e-02;1.65197;8.54924e-03;2.47513;2.15223e+03
mv221_mv248__xy28;9;50-10-6;50;6;500.00000;AHHHHHTTH;NA;50;0.95439;NA;NA;false;50-10-6;3;3;0-10;false;false;49-10-4;51-10-6;1.97222;17.33636;0.00000;-5.54534e-04;1.14920;-4.44283e-03;1.91281;2.32180e+03
mv221_mv248__xy28;9;50-10-7;50;7;500.00000;AHHHHHTTT;51;50;0.95439;NA;NA;false;50-10-7;1;1;0-10;false;false;49-10-4;NA;1.91248;19.30237;0.00000;NA;1.14920;NA;1.98862;2.49410e+03
mv221_mv248__xy28;9;50-10-8;50;8;500.00000;AHHHHTHH;NA;50;NA;NA;0.21377;true;50-10-8;1;1;0-10;false;false;49-10-5;NA;2.02703;21.03141;0.00000;NA;0.91260;NA;1.50064;3.31020e+03
mv221_mv248__xy28;9;50-11-0;50;0;500.00000;AHHHHHHHHHH;58;48;1.35802;NA;NA;false;48-11-0;10;10;0-11;false;false;49-11-0;51-11-0;1.98290;3.07568;0.00000;1.31201e-02;1.39425;1.12175e-02;2.19273;1.72405e+03
mv221_mv248__xy28;9;50-11-1;50;1;500.00000;AHHHHHHHHHI;53;48;1.14620;NA;NA;false;48-11-1;5;5;0-11;false;false;49-11-1;51-11-1;1.99377;5.46796;0.00000;1.04484e-02;1.65620;1.04032e-02;2.63951;1.83404e+03
mv221_mv248__xy28;9;50-11-2;50;2;500.00000;AHHHHHHHHHT;54;48;1.23841;NA;NA;false;48-11-2;6;6;0-11;false;false;49-11-2;51-11-2;2.00405;7.82676;0.00000;1.50109e-02;1.58015;1.45856e-02;2.44766;1.66497e+03
mv221_mv248__xy28;9;50-11-3;50;3;500.00000;AHHHHHHHHTH;54;48;1.11905;NA;NA;false;48-11-3;6;6;0-11;false;false;49-11-3;51-11-3;1.99651;10.27692;0.00000;1.44770e-02;1.58860;1.36164e-02;2.58778;1.65084e+03
mv221_mv248__xy28;9;50-11-4;50;4;500.00000;AHHHHHHHHTT;NA;48;1.07051;NA;NA;false;48-11-4;8;8;0-11;false;false;49-11-4;51-11-4;2.00994;12.65632;0.00000;7.48586e-03;1.41115;6.75373e-03;2.44766;1.60546e+03
mv221_mv248__xy28;9;50-11-5;50;5;500.00000;AHHHHHHHTHH;54;48;1.09441;NA;NA;false;48-11-5;6;6;0-11;false;false;49-11-5;51-11-5;1.97035;14.91428;0.00000;5.13277e-03;1.32242;4.13750e-03;2.25635;1.73954e+03
mv221_mv248__xy28;9;50-11-6;50;6;500.00000;AHHHHHHHTHTH;NA;50;0.98291;NA;NA;false;50-11-6;3;3;0-11;false;false;49-11-6;51-11-6;2.03230;17.01337;0.00000;2.46355e-03;1.25482;3.41030e-03;2.09619;1.77079e+03
mv221_mv248__xy28;9;50-11-7;50;7;500.00000;AHHHHHHHTHTT;NA;50;0.98291;NA;NA;false;50-11-7;2;2;0-11;false;false;49-11-6;51-11-7;1.90745;19.07516;0.00000;NA;1.17455;NA;1.91281;1.81614e+03
mv221_mv248__xy28;9;50-12-0;50;0;500.00000;AHHHHHHH;53;45;1.12272;NA;NA;false;45-12-0;8;8;0-12;false;false;49-12-0;51-12-0;2.00865;2.97594;0.00000;9.55698e-03;1.81675;8.30955e-03;2.96018;2.31676e+03
mv221_mv248__xy28;9;50-12-1;50;1;500.00000;AHHHHHHT;54;45;1.27548;NA;NA;false;45-12-1;9;9;0-12;false;false;49-12-1;51-12-1;1.99506;5.76015;0.00000;1.15272e-02;1.95617;1.00457e-02;2.98293;2.36203e+03
mv221_mv248__xy28;9;50-12-2;50;2;500.00000;AHHHHHTH;57;48;1.09253;NA;NA;false;48-12-2;9;9;0-12;false;false;49-12-2;51-12-2;2.01775;8.23002;0.00000;9.41523e-03;1.29707;8.13523e-03;2.05239;3.29338e+03
mv221_mv248__xy28;9;50-12-3;50;3;500.00000;AHHHHHTT;NA;48;1.23887;NA;NA;false;48-12-3;13;13;0-12;false;false;49-12-3;51-12-3;2.00990;10.20011;0.00000;4.00372e-03;1.29285;2.56163e-03;2.11625;3.04962e+03
mv221_mv248__xy28;9;50-12-4;50;4;500.00000;AHHHHTHH;52;45;1.09852;NA;NA;false;45-12-3;7;7;0-12;false;false;49-12-4;51-12-4;1.98264;12.62909;0.00000;8.03989e-03;1.88435;7.06510e-03;2.83179;2.17551e+03
mv221_mv248__xy28;9;50-12-5;50;5;500.00000;AHHHHTHT;53;45;1.06030;NA;NA;false;45-12-4;8;8;0-12;false;false;49-12-5;51-12-5;1.94723;15.95103;0.00000;9.01411e-03;1.78295;6.41297e-03;2.53833;2.22613e+03
mv221_mv248__xy28;9;50-12-6;50;6;500.00000;AHHHHTTH;NA;47;0.98498;NA;NA;false;47-12-5;5;5;0-12;false;false;49-12-6;51-12-6;2.01222;18.81849;0.00000;3.96916e-03;1.38580;2.73098e-03;2.05239;2.24152e+03
mv221_mv248__xy28;9;50-12-7;50;7;500.00000;AHHHHTTT;NA;47;NA;NA;0.49326;false;47-12-6;4;4;0-12;false;false;49-12-7;NA;2.08286;21.13198;0.00000;-1.47605e-02;0.86612;-1.49811e-02;1.31454;2.39408e+03
mv221_mv248__xy28;9;50-13-0;50;0;500.00000;AHHHHHHHH;52;48;1.17109;NA;NA;false;48-13-0;4;4;0-13;false;false;49-13-0;51-13-0;1.95966;3.70287;0.00000;2.25028e-02;1.67732;2.12025e-02;2.62023;1.68716e+03
mv221_mv248__xy28;9;50-13-1;50;1;500.00000;AHHHHHHHT;52;48;1.18224;NA;NA;false;48-13-1;4;4;0-13;false;false;49-13-1;51-13-1;2.00100;6.47572;0.00000;1.64245e-02;2.13785;1.47150e-02;3.21734;1.72100e+03
mv221_mv248__xy28;9;50-13-2;50;2;500.00000;AHHHHHHTH;55;50;0.97674;NA;NA;false;50-13-2;5;5;0-13;false;false;49-13-2;51-13-2;2.05404;9.18517;0.00000;1.05022e-02;1.47030;8.49829e-03;2.43642;2.17828e+03
mv221_mv248__xy28;9;50-13-3;50;3;500.00000;AHHHHHHTT;NA;50;0.97674;NA;NA;false;50-13-3;5;5;0-13;false;false;49-13-2;51-13-3;1.90246;11.60330;0.00000;1.07611e-02;1.36890;8.46296e-03;2.28334;2.24246e+03
mv221_mv248__xy28;9;50-13-4;50;4;500.00000;AHHHHHTH;NA;49;1.08676;NA;NA;false;49-13-3;6;6;0-13;false;false;49-13-3;51-13-4;2.03494;13.55387;0.00000;4.56610e-03;1.00555;2.52855e-03;1.70617;2.23962e+03
mv221_mv248__xy28;9;50-13-5;50;5;500.00000;AHHHHHTT;NA;49;1.17318;NA;NA;false;49-13-4;5;5;0-13;false;false;49-13-4;51-13-5;1.98466;15.07412;0.00000;6.13920e-03;0.88725;4.76618e-03;1.42556;2.27211e+03
mv221_mv248__xy28;9;50-13-6;50;6;500.00000;AHHHHTHH;NA;49;1.03125;NA;NA;false;49-13-5;4;4;0-13;false;false;49-13-5;51-13-6;2.15846;16.52970;0.00000;1.08935e-02;0.83655;7.95778e-03;1.40316;2.25063e+03
mv221_mv248__xy28;9;50-13-7;50;7;500.00000;AHHHHTHT;NA;49;1.37692;true;NA;false;49-13-6;4;4;0-13;false;false;49-13-6;51-13-7;1.94238;18.44366;0.00000;-2.79167e-02;1.51255;-2.56814e-02;2.32005;1.81194e+03
mv221_mv248__xy28;9;50-13-8;50;8;500.00000;AHHHHTTT;NA;49;NA;NA;0.41675;false;49-13-8;2;2;0-13;false;true;49-13-8;NA;1.96884;20.60574;0.00000;NA;1.48720;NA;2.38383;1.65000e+03
mv221_mv248__xy28;9;50-14-0;50;0;500.00000;AHHHHHHH;53;48;1.30812;NA;NA;false;48-14-0;5;5;0-14;false;false;49-14-0;51-14-0;1.99344;3.14102;0.00000;1.62395e-02;1.97307;1.54170e-02;3.09894;1.39090e+03
mv221_mv248__xy28;9;50-14-1;50;1;500.00000;AHHHHHHT;51;48;1.08241;NA;NA;false;48-14-1;3;3;0-14;false;false;49-14-1;NA;1.94478;6.35422;0.00000;1.08751e-02;2.05335;1.41240e-02;3.38999;1.49147e+03
mv221_mv248__xy28;9;50-14-2;50;2;500.00000;AHHHHHTH;52;48;1.21133;NA;NA;false;48-14-2;4;4;0-14;false;false;49-14-2;51-14-3;2.01091;9.60492;0.00000;1.37383e-02;2.34910;1.48443e-02;3.41977;1.48191e+03
mv221_mv248__xy28;9;50-14-3;50;3;500.00000;AHHHHHTT;52;48;1.16488;NA;NA;false;48-14-3;4;4;0-14;false;false;49-14-3;51-14-4;2.00447;13.02665;0.00000;1.49245e-02;2.29840;1.40117e-02;3.48402;1.41169e+03
mv221_mv248__xy28;9;50-14-4;50;4;500.00000;AHHHHTHH;53;50;1.03957;NA;NA;false;50-14-4;3;3;0-14;false;false;49-14-4;51-14-5;2.01862;15.92804;0.00000;9.91377e-03;1.44495;8.96297e-03;2.24415;1.89665e+03
mv221_mv248__xy28;9;50-14-5;50;5;500.00000;AHHHHTHT;NA;50;1.03957;NA;NA;false;50-14-5;2;2;0-14;false;false;49-14-4;51-14-6;1.93666;18.22326;0.00000;NA;1.44072;NA;2.29810;1.87888e+03
mv221_mv248__xy28;9;50-14-6;50;6;500.00000;AHHHHTTH;NA;50;NA;NA;NA;true;50-14-6;1;1;0-14;false;false;49-14-5;NA;1.87524;20.20286;0.00000;NA;1.15342;NA;1.84879;2.08466e+03
mv221_mv248__xy28;9;51-0-0;51;0;510.00000;AHHHHHHHHH;59;48;1.02194;NA;NA;false;48-0-0;11;11;0-0;false;false;50-0-0;52-0-0;2.11629;2.75074;0.00000;1.07385e-02;1.37735;9.53670e-03;2.25635;1.77723e+03
mv221_mv248__xy28;9;51-0-1;51;1;510.00000;AHHHHHHHHT;67;48;0.94932;NA;NA;false;48-0-1;19;19;0-0;false;false;50-0-1;52-0-1;2.04877;4.74639;0.00000;4.21485e-03;1.18722;3.80051e-03;1.91171;1.95240e+03
mv221_mv248__xy28;9;51-0-2;51;2;510.00000;AHHHHHHHTH;55;49;1.12424;NA;NA;false;49-0-2;6;6;0-0;false;false;50-0-2;52-0-2;2.06563;6.87300;0.00000;1.08475e-02;1.56747;1.12790e-02;2.43642;1.80111e+03
mv221_mv248__xy28;9;51-0-3;51;3;510.00000;AHHHHHHHTT;57;49;1.16717;NA;NA;false;49-0-3;8;8;0-0;false;false;50-0-3;52-0-3;2.09540;9.26724;0.00000;1.16560e-02;1.62240;1.12314e-02;2.47513;1.69946e+03
mv221_mv248__xy28;9;51-0-4;51;4;510.00000;AHHHHHHTHH;53;48;1.09390;NA;NA;false;48-0-3;5;5;0-0;false;false;50-0-4;52-0-4;2.05168;11.94103;0.00000;1.32919e-02;1.96885;1.29292e-02;3.13688;1.37253e+03
mv221_mv248__xy28;9;51-0-5;51;5;510.00000;AHHHHHHTHT;54;48;1.11364;NA;NA;false;48-0-4;6;6;0-0;false;false;50-0-5;52-0-5;2.05612;15.02893;0.00000;1.36496e-02;2.07025;1.26086e-02;3.26621;1.34147e+03
